지진해일대피소명,지진해일대피소구분,지진해일대피소유형,지진해일대피소유형구분,소재지도로명주소,소재지지번주소,위도,경도,수용가능면적,최대수용인원수,지진해일대피소운영상태,지진해일대피소전화번호,부대편의시설,주민대피지구명,주민대피지구내가구수,주민대피지구내거주인수,주민대피지구내재해약자수,내진적용여부,내진설계등급,해안선이격거리,해발높이,지진대피안내표지판수,긴급대피장소안내표지판수,지진대피로안내표지판수,관리기관명,관리기관전화번호,데이터기준일자
한경대학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 중앙로 327,경기도 안성시 석정동 63-1번지,37.01204314,127.2637891,3563,4319,Y,031-670-5557,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 안성시청,031-678-2994,2023-03-08
한길학교 주차장,지진대피소,옥외대피장소,학교,경기도 안성시 고삼면 행복길 25,경기도 안성시 고삼면 가유리 337번지,37.08437453,127.2645234,900,1091,Y,031-677-9044,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 안성시청,031-678-2994,2023-03-08
현매초등학교 운동장,지진대피소,옥외대피장소,학교,경기도 안성시 서운면 매향길 61,경기도 안성시 서운면 현매리 193번지,36.93585682,127.2302002,2441,2959,Y,031-673-2386,,별도 지구지정사항 없음,,,,미적용,,,,1,,,경기도 안성시청,031-678-2994,2023-03-08
가납초등학교,지진대피소,실내대피소,학교,경기도 양주시 광적면 부흥로 793,경기도 양주시 광적면 가납리 799-2번지,37.81944614,126.9831182,3571,1082,Y,031-836-2747,,별도 지구지정사항 없음,,,,적용,,,,,,,가납초등학교,,2020-05-25
가납초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 양주시 광적면 부흥로 793,경기도 양주시 광적면 가납리 799-2번지,37.81944614,126.9831182,4047,4905,Y,031-836-2747,,별도 지구지정사항 없음,,,,미적용,,,,,,,가납초등학교,,2020-05-25
경동대학교 운동장,지진대피소,옥외대피소,운동장,경기도 양주시 경동대학로 27,경기도 양주시 고암동 417-8번지,37.8094689,127.0704344,3520,4267,Y,031-869-9744,,별도 지구지정사항 없음,,,,미적용,,,,,,,경동대학교,,2020-05-25
고덕생활체육공원,지진대피소,옥외대피소,공원,경기도 양주시 고덕로 187-55,경기도 양주시 덕계동 산132번지,37.80434227,127.0640343,6732,8160,Y,031-859-2253,,별도 지구지정사항 없음,,,,미적용,,,,,,,양주시청,,2020-05-25
고암중학교,지진대피소,실내대피소,학교,경기도 양주시 고암길 305-18,경기도 양주시 덕정동 210번지,37.83445933,127.0678908,1166,353,Y,031-859-2253,,별도 지구지정사항 없음,,,,적용,,,,,,,고암중학교,,2020-05-25
고암중학교 운동장,지진대피소,옥외대피소,운동장,경기도 양주시 고암길 305-18,경기도 양주시 덕정동 210번지,37.83445933,127.0678908,8755,10612,Y,031-859-2253,,별도 지구지정사항 없음,,,,미적용,,,,,,,고암중학교,,2020-05-25
고암초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 양주시 고암길 320,경기도 양주시 덕정동 208-13번지,37.83542873,127.0679326,6166,7474,Y,031-858-5434,,별도 지구지정사항 없음,,,,미적용,,,,,,,고암초등학교,,2020-05-25
고읍도서관,지진대피소,실내대피소,기타,경기도 양주시 고읍남로 205,경기도 양주시 광사동 659번지,37.79168894,127.0847499,674,204,Y,031-8082-7460,,별도 지구지정사항 없음,,,,적용,,,,,,,양주시청,,2020-05-25
광숭초등학교,지진대피소,실내대피소,학교,경기도 양주시 삼숭로58번길 100,경기도 양주시 삼숭동 186-6번지,37.80154501,127.107389,9534,2889,Y,031-856-9671,,별도 지구지정사항 없음,,,,적용,,,,,,,광숭초등학교,,2020-05-25
광숭초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 양주시 삼숭로58번길 100,경기도 양주시 삼숭동 186-6번지,37.80154501,127.107389,2630,3188,Y,031-856-9671,,별도 지구지정사항 없음,,,,미적용,,,,,,,광숭초등학교,,2020-05-25
나누리공원,지진대피소,옥외대피소,공원,경기도 양주시 고읍남로 46,경기도 양주시 광사동 714번지,37.79289402,127.0774851,28566,34625,Y,031-8082-7312,,별도 지구지정사항 없음,,,,미적용,,,,,,,양주시청,,2020-05-25
나리공원,지진대피소,옥외대피소,공원,경기도 양주시 광사로 131-66,경기도 양주시 광사동 731번지,37.78579872,127.0818324,24118,29234,Y,031-8082-7312,,별도 지구지정사항 없음,,,,미적용,,,,,,,양주시청,,2020-05-25
남면초등학교 양덕분교 운동장,지진대피소,옥외대피소,운동장,경기도 양주시 남면 은남로119번길 373,경기도 양주시 남면 한산리 272-1번지,37.90860539,126.9984126,793,961,Y,031-866-9536,,별도 지구지정사항 없음,,,,미적용,,,,,,,남면초등학교 양덕분교,,2020-05-25
남면초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 양주시 남면 개나리18길 100,경기도 양주시 남면 신산리 286-2번지,37.89386705,126.9757569,3358,4070,Y,031-863-4506,,별도 지구지정사항 없음,,,,미적용,,,,,,,남면초등학교,,2020-05-25
덕계고등학교,지진대피소,실내대피소,학교,경기도 양주시 평화로1489번길 34,경기도 양주시 덕계동 524-1번지,37.82428474,127.0479621,582,176,Y,031-860-2902,,별도 지구지정사항 없음,,,,적용,,,,,,,덕계고등학교,,2020-05-25
덕계고등학교 운동장,지진대피소,옥외대피소,운동장,경기도 양주시 평화로1489번길 34,경기도 양주시 덕계동 524-1번지,37.82428474,127.0479621,10695,12963,Y,031-858-9694,,별도 지구지정사항 없음,,,,미적용,,,,,,,덕계고등학교,,2020-05-25
덕계중학교 운동장,지진대피소,옥외대피소,운동장,경기도 양주시 평화로1416번길 66-13,경기도 양주시 덕계동 406-2번지,37.81620408,127.0500436,9557,11584,Y,031-865-0686,,별도 지구지정사항 없음,,,,미적용,,,,,,,덕계중학교,,2020-05-25
덕계초등학교,지진대피소,실내대피소,학교,경기도 양주시 평화로1489번길 29,경기도 양주시 덕계동 524-9번지,37.82306234,127.0474813,11719,3551,Y,031-864-9213,,별도 지구지정사항 없음,,,,적용,,,,,,,덕계초등학교,,2020-05-25
덕계초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 양주시 평화로1489번길 29,경기도 양주시 덕계동 524-9번지,37.82306234,127.0474813,10695,12964,Y,031-864-0686,,별도 지구지정사항 없음,,,,미적용,,,,,,,덕계초등학교,,2020-05-25
덕도초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 양주시 광적면 광적로224번길 122,경기도 양주시 광적면 석우리 525-14번지,37.8405564,126.9775693,1483,1798,Y,031-855-3069,,별도 지구지정사항 없음,,,,미적용,,,,,,,덕도초등학교,,2020-05-25
덕산초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 양주시 평화로 1418-6,경기도 양주시 덕계동 420-1번지,37.81801799,127.0471919,6910,8376,Y,031-862-0927,,별도 지구지정사항 없음,,,,미적용,,,,,,,덕산초등학교,,2020-05-25
덕정고등학교,지진대피소,실내대피소,학교,경기도 양주시 화합로 1488,경기도 양주시 고암동 121-1번지,37.83719561,127.0717876,800,242,Y,031-860-5307,,별도 지구지정사항 없음,,,,적용,,,,,,,덕정고등학교,,2020-05-25
덕정고등학교 운동장,지진대피소,옥외대피소,운동장,경기도 양주시 화합로 1488,경기도 양주시 고암동 121-1번지,37.83719561,127.0717876,8862,10742,Y,031-858-6383,,별도 지구지정사항 없음,,,,미적용,,,,,,,덕정고등학교,,2020-05-25
덕정중학교,지진대피소,실내대피소,학교,경기도 양주시 화합로 1397,경기도 양주시 덕정동 151-10번지,37.84249472,127.0634578,774,235,Y,031-858-1074,,별도 지구지정사항 없음,,,,적용,,,,,,,덕정중학교,,2020-05-25
덕정중학교 운동장,지진대피소,옥외대피소,운동장,경기도 양주시 화합로 1397,경기도 양주시 덕정동 151-10번지,37.84249472,127.0634578,5251,6365,Y,031-858-1074,,별도 지구지정사항 없음,,,,미적용,,,,,,,덕정중학교,,2020-05-25
덕정초등학교,지진대피소,실내대피소,학교,경기도 양주시 덕정1길 28,경기도 양주시 덕정동 123번지,37.84631476,127.063448,1199,363,Y,031-858-5726,,별도 지구지정사항 없음,,,,적용,,,,,,,덕정초등학교,,2020-05-25
덕정초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 양주시 덕정1길 28,경기도 양주시 덕정동 123번지,37.84631476,127.063448,5244,6356,Y,031-858-5726,,별도 지구지정사항 없음,,,,미적용,,,,,,,덕정초등학교,,2020-05-25
덕현중학교 운동장,지진대피소,옥외대피소,운동장,경기도 양주시 고읍로35번길 21,경기도 양주시 고읍동 79-33번지,37.80025854,127.0800861,2462,2984,Y,031-856-9769,,별도 지구지정사항 없음,,,,미적용,,,,,,,덕현중학교,,2020-05-25
덕현초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 양주시 부흥로 1989,경기도 양주시 고읍동 80-2번지,37.79963817,127.0808349,6603,8004,Y,031-847-7370,,별도 지구지정사항 없음,,,,미적용,,,,,,,덕현초등학교,,2020-05-25
백석초등학교,지진대피소,실내대피소,학교,경기도 양주시 백석읍 중앙로223번길 10-11,경기도 양주시 백석읍 오산리 524번지,37.79632069,126.9859165,2027,614,Y,031-879-4803,,별도 지구지정사항 없음,,,,적용,,,,,,,백석초등학교,,2020-05-25
봉암초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 양주시 은현면 삼육사로 473,경기도 양주시 은현면 봉암리 403-3번지,37.9108468,127.005754,1469,1781,Y,031-863-1652,,별도 지구지정사항 없음,,,,미적용,,,,,,,봉암초등학교,,2020-05-25
산북초등학교,지진대피소,실내대피소,학교,경기도 양주시 평화로1261번길 96-46,경기도 양주시 산북동 352-1번지,37.80608863,127.0391809,63,19,Y,031-840-4132,,별도 지구지정사항 없음,,,,적용,,,,,,,산북초등학교,,2020-05-25
산북초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 양주시 평화로 1260-76,경기도 양주시 산북동 111번지,37.80109005,127.0489751,3530,4279,Y,031-840-4132,,별도 지구지정사항 없음,,,,미적용,,,,,,,산북초등학교,,2020-05-25
삼상초등학교,지진대피소,실내대피소,학교,경기도 양주시 장흥면 일영로 641,경기도 양주시 장흥면 삼상리 288번지,37.70010983,126.9300511,595,180,Y,031-855-8654,,별도 지구지정사항 없음,,,,적용,,,,,,,삼상초등학교,,2020-05-25
삼상초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 양주시 장흥면 일영로 641,경기도 양주시 장흥면 삼상리 288번지,37.70010983,126.9300511,2087,2530,Y,031-855-8654,,별도 지구지정사항 없음,,,,미적용,,,,,,,삼상초등학교,,2020-05-25
삼숭중학교,지진대피소,실내대피소,학교,경기도 양주시 삼숭로38번길 136,경기도 양주시 삼숭동 679-1번지,37.7977995,127.1086053,10667,3232,Y,031-840-8160,,별도 지구지정사항 없음,,,,적용,,,,,,,삼숭중학교,,2020-05-25
삼숭중학교 운동장,지진대피소,옥외대피소,운동장,경기도 양주시 삼숭로38번길 136,경기도 양주시 삼숭동 679-1번지,37.7977995,127.1086053,10026,12153,Y,031-840-8160,,별도 지구지정사항 없음,,,,미적용,,,,,,,삼숭중학교,,2020-05-25
삼숭초등학교,지진대피소,실내대피소,학교,경기도 양주시 삼숭로38번길 112,경기도 양주시 삼숭동 679-2번지,37.79671153,127.1081904,9827,2978,Y,031-840-7440,,별도 지구지정사항 없음,,,,적용,,,,,,,삼숭초등학교,,2020-05-25
삼숭초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 양주시 삼숭로38번길 112,경기도 양주시 삼숭동 679-2번지,37.79671153,127.1081904,3424,4150,Y,031-840-7434,,별도 지구지정사항 없음,,,,미적용,,,,,,,삼숭초등학교,,2020-05-25
상수초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 양주시 남면 화합로 503,경기도 양주시 남면 상수리 443-2번지,37.86899917,126.9879712,1395,1690,Y,031-863-7009,,별도 지구지정사항 없음,,,,미적용,,,,,,,상수초등학교,,2020-05-25
상패초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 양주시 은현면 은현로312번길 121-208,경기도 양주시 은현면 하패리 796-4번지,37.89816226,127.0265549,2850,3455,Y,031-865-1304,,별도 지구지정사항 없음,,,,미적용,,,,,,,상패초등학교,,2020-05-25
송추초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 양주시 장흥면 호국로 499,경기도 양주시 장흥면 교현리 119번지,37.71577493,126.9702304,4354,5278,Y,031-826-2013,,별도 지구지정사항 없음,,,,미적용,,,,,,,송추초등학교,,2020-05-25
신지초등학교,지진대피소,실내대피소,학교,경기도 양주시 백석읍 양주산성로574번길 20,경기도 양주시 백석읍 복지리 156번지,37.78830978,126.9901958,10349,3136,Y,031-836-8121,,별도 지구지정사항 없음,,,,적용,,,,,,,신지초등학교,,2020-05-25
신지초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 양주시 백석읍 양주산성로574번길 20,경기도 양주시 백석읍 복지리 156번지,37.78830978,126.9901958,2740,3321,Y,031-836-8121,,별도 지구지정사항 없음,,,,미적용,,,,,,,신지초등학교,,2020-05-25
양주2동 주민센터,지진대피소,실내대피소,기타,경기도 양주시 고읍로 77,경기도 양주시 만송동 695번지,37.79683688,127.0803155,612,185,Y,031-8082-7742,,별도 지구지정사항 없음,,,,적용,,,,,,,양주2동 주민센터,,2020-05-25
양주덕현초등학교,지진대피소,실내대피소,학교,경기도 양주시 부흥로 1989,경기도 양주시 고읍동 80-2번지,37.79963817,127.0808349,4827,1463,Y,031-847-7370,,별도 지구지정사항 없음,,,,적용,,,,,,,양주덕현초등학교,,2020-05-25
양주문화예술회관,지진대피소,실내대피소,학교,경기도 양주시 광적면 부흥로618번길 303,경기도 양주시 광적면 광석리 132번지,37.81249951,126.9723084,2799,848,Y,031-828-9723,,별도 지구지정사항 없음,,,,적용,,,,,,,양주문화예술회관,,2020-05-25
양주백석고등학교,지진대피소,실내대피소,학교,경기도 양주시 백석읍 꿈나무로 205,경기도 양주시 백석읍 오산리 554번지,37.79179436,126.9867394,11944,3619,Y,031-826-6413,,별도 지구지정사항 없음,,,,적용,,,,,,,양주백석고등학교,,2020-05-25
양주백석고등학교 운동장,지진대피소,옥외대피소,운동장,경기도 양주시 백석읍 꿈나무로 205,경기도 양주시 백석읍 오산리 554번지,37.79179436,126.9867394,2576,3122,Y,031-826-6413,,별도 지구지정사항 없음,,,,미적용,,,,,,,양주백석고등학교,,2020-05-25
양주희망도서관,지진대피소,실내대피소,기타,경기도 양주시 삼숭로38번길 78-47,경기도 양주시 삼숭동 202-36번지,37.79576457,127.107258,766,232,Y,031-8082-7460,,별도 지구지정사항 없음,,,,적용,,,,,,,양주시청,,2020-05-25
에코스포츠센터,지진대피소,실내대피소,체육관,경기도 양주시 은현면 은남로 177,경기도 양주시 은현면 하패리 1077-4번지,37.89483848,127.0106187,1341,406,Y,031-8082-6932,,별도 지구지정사항 없음,,,,적용,,,,,,,양주시청,,2020-05-25
연곡초등학교 운동장,지진대피소,옥외대피소,운동장,경기도 양주시 백석읍 월암로170번길 107,경기도 양주시 백석읍 연곡리 13-3번지,37.80707641,126.9618178,1970,2388,Y,031-879-4355,,별도 지구지정사항 없음,,,,미적용,,,,,,,연곡초등학교,,2020-05-25
유양초등학교,지진대피소,실내대피소,학교,경기도 양주시 부흥로 1373-7,경기도 양주시 유양동 511-1번지,37.78588161,127.0274047,980,297,Y,031-840-0084,,별도 지구지정사항 없음,,,,적용,,,,,,,유양초등학교,,2020-05-25
